Price,Flight time,Stop over,Stop over place,Airline,Departure time,Date of flight,Destination place,Origin place,Airline 1,Airline 2,Airline 3,Flight type,Class,Days to date,Day of week,Page,Scrapped date
"MXN$16,532",24 h 20 min,2 escalas,3 h 10 min en YYZ and 1 h 12 min en YUL,Air Canada,01:10:00,2025-02-18,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,3,Tuesday,Expedia,2025-02-14
"MXN$27,433",17 h 55 min,1 escala,Stop over place not found and Stop over place not found,United,06:05:00,2025-02-18,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,3,Tuesday,Expedia,2025-02-14
"MXN$28,105",18 h 30 min,1 escala,Stop over place not found and Stop over place not found,Japan Airlines operado por American Airlines,06:00:00,2025-02-18,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,3,Tuesday,Expedia,2025-02-14
"MXN$27,433",18 h 35 min,1 escala,Stop over place not found and Stop over place not found,United operado por United y All Nippon Airways,05:45:00,2025-02-18,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,3,Tuesday,Expedia,2025-02-14
"MXN$27,470",18 h 35 min,1 escala,Stop over place not found and Stop over place not found,Aerolíneas múltiples,05:45:00,2025-02-18,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),United 1085,All Nippon Airways 113,Enchufe en el asiento,Morning flight,Económica,3,Tuesday,Expedia,2025-02-14
"MXN$27,433",18 h 25 min,1 escala,Stop over place not found and Stop over place not found,United,05:45:00,2025-02-18,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,3,Tuesday,Expedia,2025-02-14
"MXN$31,271",18 h 25 min,1 escala,Stop over place not found and Stop over place not found,Japan Airlines operado por American Airlines y Japan Airlines,06:00:00,2025-02-18,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,3,Tuesday,Expedia,2025-02-14
"MXN$32,432",17 h 45 min,1 escala,Stop over place not found and Stop over place not found,Aerolíneas múltiples operado por United,06:05:00,2025-02-18,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),United 820,All Nippon Airways 7011 operado por United,Enchufe en el asiento,Morning flight,Económica,3,Tuesday,Expedia,2025-02-14
"MXN$28,202",19 h 25 min,1 escala,Stop over place not found and Stop over place not found,American Airlines,08:00:00,2025-02-18,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,3,Tuesday,Expedia,2025-02-14
"MXN$31,271",18 h 25 min,1 escala,Stop over place not found and Stop over place not found,Aerolíneas múltiples,06:00:00,2025-02-18,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),American Airlines 1066,Japan Airlines 11,Enchufe en el asiento,Morning flight,Económica,3,Tuesday,Expedia,2025-02-14
"MXN$27,433",19 h 40 min,1 escala,Stop over place not found and Stop over place not found,United operado por United y All Nippon Airways,18:10:00,2025-02-18,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,3,Tuesday,Expedia,2025-02-14
"MXN$28,202",21 h 25 min,1 escala,Stop over place not found and Stop over place not found,American Airlines,06:00:00,2025-02-18,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,3,Tuesday,Expedia,2025-02-14
"MXN$27,433",21 h 55 min,1 escala,Stop over place not found and Stop over place not found,United operado por United y All Nippon Airways,08:10:00,2025-02-18,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,3,Tuesday,Expedia,2025-02-14
"MXN$27,433",30 h 10 min,1 escala,Stop over place not found and Stop over place not found,United operado por United y All Nippon Airways,18:10:00,2025-02-18,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,3,Tuesday,Expedia,2025-02-14
"MXN$14,938",19 h 20 min,1 escala,Stop over place not found and Stop over place not found,Aerolíneas múltiples,07:20:00,2025-02-19,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),Aeromexico 646,Singapore Airlines 11,Enchufe en el asiento,Morning flight,Económica,4,Wednesday,Expedia,2025-02-14
"MXN$26,855",15 h 35 min,Vuelo sin escalas,Stop over place not found and Stop over place not found,Aeromexico,23:45:00,2025-02-19,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,4,Wednesday,Expedia,2025-02-14
"MXN$26,183",14 h 45 min,Vuelo sin escalas,Stop over place not found and Stop over place not found,All Nippon Airways,00:50:00,2025-02-19,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,4,Wednesday,Expedia,2025-02-14
"MXN$16,532",36 h 5 min,1 escala,Stop over place not found and Stop over place not found,Air Canada,13:25:00,2025-02-19,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Day flight,Económica,4,Wednesday,Expedia,2025-02-14
"MXN$17,969",24 h 30 min,1 escala,Stop over place not found and Stop over place not found,Air Canada,01:10:00,2025-02-19,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,4,Wednesday,Expedia,2025-02-14
"MXN$18,994",32 h 5 min,2 escalas,1 h 45 min en CUN and 4 h 40 min en IST,Turkish Airlines,09:35:00,2025-02-19,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,4,Wednesday,Expedia,2025-02-14
"MXN$17,969",36 h 15 min,1 escala,Stop over place not found and Stop over place not found,Air Canada,13:25:00,2025-02-19,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Day flight,Económica,4,Wednesday,Expedia,2025-02-14
"MXN$27,433",17 h 45 min,1 escala,Stop over place not found and Stop over place not found,United,06:05:00,2025-02-19,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,4,Wednesday,Expedia,2025-02-14
"MXN$16,258",23 h 50 min,2 escalas,1 h 40 min en YYZ and 2 h 15 min en YVR,Air Canada,01:10:00,2025-02-19,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,4,Wednesday,Expedia,2025-02-14
"MXN$16,532",24 h 20 min,2 escalas,3 h 10 min en YYZ and 1 h 12 min en YUL,Air Canada,01:10:00,2025-02-19,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,4,Wednesday,Expedia,2025-02-14
"MXN$16,532",24 h 20 min,2 escalas,2 h 10 min en YYZ and 2 h 2 min en YUL,Air Canada,01:10:00,2025-02-19,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,4,Wednesday,Expedia,2025-02-14
"MXN$27,433",17 h 55 min,1 escala,Stop over place not found and Stop over place not found,United,06:05:00,2025-02-19,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,4,Wednesday,Expedia,2025-02-14
"MXN$27,157",18 h 30 min,1 escala,Stop over place not found and Stop over place not found,Japan Airlines operado por American Airlines,06:00:00,2025-02-19,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,4,Wednesday,Expedia,2025-02-14
"MXN$27,433",18 h 15 min,1 escala,Stop over place not found and Stop over place not found,United operado por United y All Nippon Airways,06:05:00,2025-02-19,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,4,Wednesday,Expedia,2025-02-14
"MXN$27,433",18 h 35 min,1 escala,Stop over place not found and Stop over place not found,United operado por United y All Nippon Airways,05:45:00,2025-02-19,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,4,Wednesday,Expedia,2025-02-14
"MXN$27,433",18 h 25 min,1 escala,Stop over place not found and Stop over place not found,United,05:45:00,2025-02-19,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,4,Wednesday,Expedia,2025-02-14
"MXN$31,271",18 h 25 min,1 escala,Stop over place not found and Stop over place not found,Japan Airlines operado por American Airlines y Japan Airlines,06:00:00,2025-02-19,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,4,Wednesday,Expedia,2025-02-14
"MXN$28,202",19 h 25 min,1 escala,Stop over place not found and Stop over place not found,American Airlines,08:00:00,2025-02-19,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,4,Wednesday,Expedia,2025-02-14
"MXN$31,271",18 h 25 min,1 escala,Stop over place not found and Stop over place not found,Aerolíneas múltiples,06:00:00,2025-02-19,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),American Airlines 1066,Japan Airlines 11,Enchufe en el asiento,Morning flight,Económica,4,Wednesday,Expedia,2025-02-14
"MXN$28,822",19 h 40 min,1 escala,Stop over place not found and Stop over place not found,United operado por United y All Nippon Airways,18:10:00,2025-02-19,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,4,Wednesday,Expedia,2025-02-14
"MXN$28,202",21 h 25 min,1 escala,Stop over place not found and Stop over place not found,American Airlines,06:00:00,2025-02-19,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,4,Wednesday,Expedia,2025-02-14
"MXN$27,433",21 h 55 min,1 escala,Stop over place not found and Stop over place not found,United operado por United y All Nippon Airways,08:10:00,2025-02-19,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,4,Wednesday,Expedia,2025-02-14
"MXN$28,822",30 h 10 min,1 escala,Stop over place not found and Stop over place not found,United operado por United y All Nippon Airways,18:10:00,2025-02-19,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,4,Wednesday,Expedia,2025-02-14
"MXN$28,822",29 h 50 min,1 escala,Stop over place not found and Stop over place not found,United,18:10:00,2025-02-19,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,4,Wednesday,Expedia,2025-02-14
"MXN$25,310",35 h 50 min,2 escalas,1 h 45 min en BCN and 7 h 45 min en DXB,Emirates,19:40:00,2025-02-19,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,4,Wednesday,Expedia,2025-02-14
"MXN$14,938",19 h 20 min,1 escala,Stop over place not found and Stop over place not found,Aerolíneas múltiples,07:20:00,2025-02-20,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),Aeromexico 646,Singapore Airlines 11,Enchufe en el asiento,Morning flight,Económica,5,Thursday,Expedia,2025-02-14
"MXN$25,464",15 h 35 min,Vuelo sin escalas,Stop over place not found and Stop over place not found,Aeromexico,23:45:00,2025-02-20,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,5,Thursday,Expedia,2025-02-14
"MXN$24,343",14 h 45 min,Vuelo sin escalas,Stop over place not found and Stop over place not found,All Nippon Airways,00:50:00,2025-02-20,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,5,Thursday,Expedia,2025-02-14
"MXN$16,532",24 h 20 min,1 escala,Stop over place not found and Stop over place not found,Air Canada,01:10:00,2025-02-20,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,5,Thursday,Expedia,2025-02-14
"MXN$16,007",30 h 40 min,1 escala,Stop over place not found and Stop over place not found,Aerolíneas múltiples,20:00:00,2025-02-20,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),Aeromexico 648,Singapore Airlines 11,Enchufe en el asiento,Night flight,Económica,5,Thursday,Expedia,2025-02-14
"MXN$17,969",24 h 30 min,1 escala,Stop over place not found and Stop over place not found,Air Canada,01:10:00,2025-02-20,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,5,Thursday,Expedia,2025-02-14
"MXN$26,042",17 h 45 min,1 escala,Stop over place not found and Stop over place not found,United,06:05:00,2025-02-20,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,5,Thursday,Expedia,2025-02-14
"MXN$16,258",23 h 50 min,2 escalas,1 h 40 min en YYZ and 2 h 15 min en YVR,Air Canada,01:10:00,2025-02-20,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,5,Thursday,Expedia,2025-02-14
"MXN$26,042",17 h 55 min,1 escala,Stop over place not found and Stop over place not found,United,06:05:00,2025-02-20,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,5,Thursday,Expedia,2025-02-14
"MXN$26,714",18 h 25 min,1 escala,Stop over place not found and Stop over place not found,Japan Airlines operado por American Airlines y Japan Airlines,06:00:00,2025-02-20,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,5,Thursday,Expedia,2025-02-14
"MXN$26,042",18 h 15 min,1 escala,Stop over place not found and Stop over place not found,United operado por United y All Nippon Airways,06:05:00,2025-02-20,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,5,Thursday,Expedia,2025-02-14
"MXN$26,714",18 h 25 min,1 escala,Stop over place not found and Stop over place not found,Aerolíneas múltiples,06:00:00,2025-02-20,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),American Airlines 1066,Japan Airlines 11,Enchufe en el asiento,Morning flight,Económica,5,Thursday,Expedia,2025-02-14
"MXN$26,042",18 h 25 min,1 escala,Stop over place not found and Stop over place not found,United,05:45:00,2025-02-20,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,5,Thursday,Expedia,2025-02-14
"MXN$28,425",18 h 30 min,1 escala,Stop over place not found and Stop over place not found,Japan Airlines operado por American Airlines,06:00:00,2025-02-20,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,5,Thursday,Expedia,2025-02-14
"MXN$28,523",19 h 25 min,1 escala,Stop over place not found and Stop over place not found,American Airlines,08:00:00,2025-02-20,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,5,Thursday,Expedia,2025-02-14
"MXN$26,042",21 h 55 min,1 escala,Stop over place not found and Stop over place not found,United operado por United y All Nippon Airways,08:10:00,2025-02-20,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,5,Thursday,Expedia,2025-02-14
"MXN$22,722",36 h 15 min,1 escala,Stop over place not found and Stop over place not found,Air Canada,13:25:00,2025-02-20,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Day flight,Económica,5,Thursday,Expedia,2025-02-14
"MXN$32,395",18 h 35 min,1 escala,Stop over place not found and Stop over place not found,United operado por United y All Nippon Airways,05:45:00,2025-02-20,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,5,Thursday,Expedia,2025-02-14
"MXN$26,042",30 h 10 min,1 escala,Stop over place not found and Stop over place not found,United operado por United y All Nippon Airways,18:10:00,2025-02-20,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,5,Thursday,Expedia,2025-02-14
"MXN$26,042",29 h 50 min,1 escala,Stop over place not found and Stop over place not found,United,18:10:00,2025-02-20,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,5,Thursday,Expedia,2025-02-14
"MXN$23,633",43 h 10 min,2 escalas,1 h 45 min en CUN and 15 h 55 min en IST,Turkish Airlines,09:35:00,2025-02-20,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,5,Thursday,Expedia,2025-02-14
"MXN$28,523",21 h 25 min,1 escala,Stop over place not found and Stop over place not found,American Airlines,06:00:00,2025-02-20,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,5,Thursday,Expedia,2025-02-14
"MXN$26,042",30 h 30 min,1 escala,Stop over place not found and Stop over place not found,United,17:40:00,2025-02-20,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Day flight,Económica,5,Thursday,Expedia,2025-02-14
"MXN$26,042",29 h 40 min,1 escala,Stop over place not found and Stop over place not found,United,18:10:00,2025-02-20,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,5,Thursday,Expedia,2025-02-14
"MXN$26,042",32 h 55 min,1 escala,Stop over place not found and Stop over place not found,United,15:15:00,2025-02-20,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Day flight,Económica,5,Thursday,Expedia,2025-02-14
